f1,f2,f3,f4,f5,label
0.41290838129166807,0.5204145537475747,0.23429801284128215,0.15982493475373794,0.6161366496678894,0
0.691927041489784,0.44353871052608007,0.6679899435438743,0.21452098429175548,0.5125129250226483,1
0.2510934994866223,0.38702211159482913,0.05992808847663644,0.32091794389635564,0.6938565633482081,0
0.8940386588137906,0.1435335825086861,0.4846823790652033,0.46362833777067225,0.07963442558434097,1
0.11234188744720097,0.049714574256845334,0.6124702566959543,0.05514452664747915,0.8771114675574341,0
0.06843089542291125,0.8058576360233733,0.5841948481858671,0.8262370376495856,0.911708184071754,1
0.09317009830781942,0.37560848949224435,0.48645400717712095,0.07204362647824525,0.5512122588982303,0
0.20121155638709887,0.5235955707719221,0.10419837646890395,0.22956679342806807,0.09562209899352725,0
0.6412703918133836,0.6065260405302799,0.9849605365188814,0.7698234286017738,0.14011807501008244,1
0.22476510456504484,0.9864123862523129,0.022660854498702476,0.45995308585716943,0.05443927295143325,0
0.13079128282302843,0.1715076007102222,0.11546476116236248,0.17257700107364093,0.9629323534510539,0
0.34676915411623155,0.5286952065029451,0.9487139667986135,0.048459195132522837,0.45139063165924453,1
0.5716805597661462,0.11595221972174874,0.897287730179287,0.5268693956780109,0.37287171429500654,1
0.8123832247800209,0.15776741695796925,0.48489092161942793,0.6299722941398432,0.07926323732395835,1
0.047488838024136504,0.08765948564102988,0.9526368804952242,0.051141854161587896,0.49471449234032616,0
0.02881540615194733,0.8669953279162216,0.23389582039147117,0.7491812054734042,0.47877327960955895,0
0.6703454941867888,0.09717284788094893,0.011716422895213907,0.16214822763818737,0.5435103701500746,0
0.4196807306057564,0.3856771816487514,0.09178978648078462,0.32954737502649234,0.9064332391056004,0
0.72832259140342,0.8939639808825599,0.7785679367783842,0.23634558908331527,0.4783483346023786,1
0.32058166949642886,0.5497933637606313,0.709746991100394,0.7677628544277653,0.6374860048561224,1
0.35075393587721904,0.5106592878759892,0.8146183256105691,0.5088714228549551,0.04749711531039191,1
0.12746891922609216,0.961263892740151,0.3866153865659928,0.6969097335688,0.25211370854652304,0
0.10024954226984828,0.051809236625495525,0.5668593724796259,0.0348142364525279,0.5527748436268023,0
0.09197204833787531,0.7275503794443354,0.7147721116442506,0.827089781826709,0.10781655133198986,0
0.1477812073778546,0.7110962477603658,0.7540075216596139,0.282174622158456,0.4993554512064625,1
0.32122871174947554,0.9197883681343021,0.868759842460158,0.3504376056209413,0.7099319535933146,1
0.7737272317839842,0.2883728695943306,0.9367481606545087,0.19123811866658968,0.8253000770890021,1
0.21954893241941997,0.08717523387584658,0.8120917744051424,0.42706182656010006,0.3229981636300425,1
0.11039486990437242,0.45211607369845785,0.773562910922609,0.2867872792521856,0.6676472309253512,0
0.09296962661664576,0.9574345181977554,0.6479587860454902,0.0020402953137369506,0.7268601128668112,0
0.8628990052826994,0.827188185169304,0.5337500210910423,0.6808977958745641,0.8650655595254353,1
0.3691701736763352,0.9885857771590701,0.9457795248809079,0.48390365802118895,0.5277663310438696,1
0.8016253202242861,0.6324863320865752,0.017185518357482943,0.8733984203555634,0.04849568665611492,0
0.7758470917135566,0.8966933459295466,0.6887038229204072,0.7999837827685332,0.46384456468038293,1
0.48599910016129577,0.8311802165472588,0.5793208125763248,0.1262748038207785,0.31430108290503944,1
0.888328766136091,0.5960244643071723,0.918931844255853,0.12910013942703968,0.0031326241753526496,1
0.14661936491348448,0.19922292991248713,0.616128773927344,0.02075606944649977,0.6374969621553498,0
0.08582790149015196,0.5361337795758407,0.18276878212653558,0.05909962526350365,0.9867192368036686,0
0.3028405658412908,0.4491930374623596,0.47353375257049846,0.23440961069327193,0.06135955536021853,0
0.7421769581140354,0.18177098763212984,0.8958573322182444,0.2863266045780182,0.5577920307065382,1
0.4746265746381412,0.6465304932808386,0.017292335648206536,0.9576575771142691,0.8181420001428122,0
0.7159426261056318,0.6773177388018454,0.21172305240803957,0.6597509426197178,0.25397720078787844,1
0.3120044604263654,0.9088995163969457,0.8922101843306075,0.3770447181834774,0.3587261952882649,1
0.27736582943048993,0.7170592604063721,0.5032461974206884,0.9396698215264324,0.6637704401515755,1
0.5171970477787995,0.3599026365016117,0.5066393612268072,0.13660750301690827,0.14486272822215351,0
0.0497760192244715,0.9990734109931324,0.9195102693994572,0.7964057879259081,0.01732731656667208,1
0.19144188483910374,0.7648691929020484,0.5615265333433997,0.23267465135755028,0.3295984826159202,1
0.4186390604186727,0.45191230938322147,0.6469757440407709,0.7341201875804959,0.5841211211801323,1
0.0014486432981147823,0.8162465150728909,0.3547205531753701,0.8934251920523933,0.36801936348929687,0
0.14793558813765284,0.6609045744803375,0.7939046602710896,0.9339966058529727,0.6674741380689238,1
0.04682269624328683,0.5370084676284952,0.3913621705238861,0.7507051532412234,0.6748767642394987,0
0.111592918755828,0.8474327502645047,0.9150769162169122,0.7152639175140298,0.979794158148306,1
0.3217067636326406,0.7206173135024947,0.5326252503827654,0.35063330745827803,0.11668324955433085,1
0.008466141287718165,0.07981030288245461,0.2931551948330704,0.9608703528616969,0.7515578603153723,0
0.7924769469489107,0.2139682511290576,0.45218482933581094,0.05488255218514837,0.46873274560819445,0
0.13166576572310895,0.03145802293100142,0.07594327557578173,0.5652946018771154,0.9004834740222545,0
0.4981933350123301,0.1919650002895944,0.3625685656186427,0.8265057865504181,0.8301167152125262,0
0.03557429527148237,0.0978385191273421,0.0708013681922175,0.2853373570638703,0.2735814434077736,0
0.524837639511832,0.6175155765444186,0.20366590338759338,0.08381480153873722,0.28331493582576983,0
0.292660787407943,0.9802845829488048,0.8535436567090608,0.6805526877244716,0.07410311584436724,1
0.3841533341190494,0.10845792829395251,0.6602033669419591,0.6011877435108229,0.756535817919798,0
0.12650803318038117,0.16162841749350643,0.3186111779716877,0.7464889979466562,0.15369980261234728,0
0.5800459190698131,0.3152014452266587,0.08788912274416516,0.8309439942274236,0.7819318188179472,0
0.5633529838429588,0.9196042772031867,0.3052261385447953,0.6624164039447394,0.5520714414423685,1
0.12417737085666525,0.5699775830225521,0.128313281642091,0.653540977754974,0.19920081290422398,0
0.27564582542623184,0.5075600675185804,0.7301096812566749,0.020777665255209632,0.8110282495999034,1
0.6990953348898541,0.7360831661151996,0.7798512002803363,0.9845421159257762,0.907402837638783,1
0.6339630736489578,0.15239447489935198,0.31858878197143736,0.040153219399401086,0.5151793227104722,0
0.4388549160401838,0.39689062550876053,0.3959377866225374,0.716819836116531,0.08246833233340378,0
0.5901533662297572,0.923453211875302,0.03274382836758649,0.5854098722244645,0.7940684770573927,0
0.10191178926714861,0.09522902031695124,0.3097388116592872,0.3954384740805359,0.08244176022479777,0
0.07869985784431066,0.5575656869328183,0.6490655580436245,0.7358324945719463,0.0723917731474164,0
0.44411852260438023,0.6834149797630572,0.9631176738862822,0.6844451291591979,0.2969153404894972,1
0.046083133796824716,0.5392198977363399,0.30614494215981536,0.6468531035623115,0.3270439207178779,0
0.8356269008773063,0.07443247481306359,0.5394702975056017,0.9728240012005764,0.9364918915581857,1
0.24402635109123239,0.40013969346892286,0.27473520215996405,0.8671864124086313,0.9231336707225553,0
0.8560746519933186,0.20917678992612443,0.22811435137633485,0.5408176230529331,0.8914704931574371,0
0.299374634279565,0.5202775494538416,0.38072616420223937,0.3256408373358969,0.1176501412371942,0
0.24889383876713533,0.9778168908432628,0.1114467188594912,0.6866391460851371,0.48671658274782503,0
0.4249811060989531,0.2578152657650762,0.9564665866852647,0.7480302415737561,0.9410313035653562,1
0.6270433469875126,0.607467755122764,0.23441317867136846,0.5179340057619577,0.07445005594586773,1
0.9496403212503063,0.14385253081914318,0.2543040425684252,0.7345789691703293,0.5686571166409946,0
0.49625031162233624,0.024029936714793698,0.08237956013684833,0.6960981164822491,0.5406231726548146,0
0.7953433764697411,0.6384269882537048,0.24518653767565224,0.6711115593368995,0.791844991524577,0
0.7125806279972309,0.8175551499738674,0.49807877202416784,0.9508705913453226,0.0023701213681195377,1
0.44946412827891025,0.13257050977293694,0.8744388349778063,0.8537958801643862,0.842047300885165,1
0.6947591253788941,0.7643017148277639,0.6919196852137561,0.7359272332557227,0.24518363750878447,1
0.26293418671848146,0.852170577700324,0.4156708399044605,0.5519079057758774,0.2517523397882806,0
0.28415234074352846,0.24408524281049992,0.5429021055158691,0.9583788870751219,0.5819484342658315,0
0.8718197027331637,0.3512267774484895,0.07924950606316161,0.08121058776685464,0.662867873666694,0
0.7155539604601557,0.4873945778155757,0.4314657416290876,0.8350456527446406,0.14962459207096346,0
0.7798400322323568,0.13171019857879762,0.6919983574761912,0.8519292923035109,0.10776598754001221,1
0.11186831069144232,0.1447153769825501,0.6919557155684605,0.6283482176679387,0.46321016173599705,0
0.7684215838136242,0.623298246456118,0.696801185393837,0.5206916282025954,0.364334816512747,1
0.062247470994712506,0.5908363161649051,0.045116872810263886,0.6652852147734147,0.6033551937482591,0
0.8913281801550933,0.918182368355783,0.06479640710841694,0.6605066332600962,0.40427432736078717,1
0.34487977485932986,0.7394866189147328,0.12430850227818091,0.8711270891875689,0.0017659091191246645,0
0.77427504512255,0.9598704336612011,0.35346284439639575,0.9707469932420101,0.004601144047313266,1
0.5241521527151558,0.7760943831993061,0.001310549607893008,0.8110403572896497,0.707781152840583,0
0.42387479239985015,0.7872827014119119,0.9796677530962524,0.46803802847290343,0.18820325714218433,1
0.5836180550863065,0.7551416689673808,0.3587807613433598,0.40190697533739383,0.5076471797915804,0
0.4174858636748747,0.8646892521389601,0.8783344321560124,0.7782267329643776,0.3205518634488145,1
0.04929884822429409,0.31509373717389244,0.6249707027931517,0.15618706960066253,0.4601603981206648,0
0.38109160837209044,0.5819382581357496,0.4921720455436023,0.40788435488205255,0.6396351001094664,1
0.28051109908641514,0.5923492269579163,0.4402465301623263,0.18816295350146717,0.4483034454960393,0
0.7426848592453077,0.6661562327928111,0.17249607739644335,0.04814235262069344,0.7446222580247578,0
0.42686192077927587,0.3379451461704035,0.23721618645333653,0.754772677120822,0.3420443306384051,0
0.591702126642317,0.11334527645935455,0.9876277416650585,0.3029275062267258,0.15968391165451168,1
0.0014588464580731486,0.06682694842873449,0.44690606597325644,0.4278341547781602,0.27222295006146036,0
0.18883699094243267,0.9261481239588156,0.06103881783218379,0.03168357258832333,0.7782182466671217,0
0.7273376940502955,0.8084765217156352,0.23931215076902979,0.18891300102398478,0.6764379912674673,1
0.5726007037073552,0.395372459979338,0.5804655051852711,0.8222376385811134,0.05149360900492472,1
0.6180429819245602,0.8840974902826431,0.7827623581766345,0.5343022367839358,0.25971880511576184,1
0.7915801480938175,0.740108243493656,0.13603648483848674,0.499124795958361,0.5072884311643898,0
